hostname1,hostname2,demand
SNUH-ROUTER-3301,FYFY-ROUTER-3302,7
SNUH-ROUTER-3301,HK-R11,14
SNUH-ROUTER-3301,HK-R12,4
SNUH-ROUTER-3301,HLCA-ROUTER-3301,3
SNUH-ROUTER-3301,HLCA-ROUTER-3302,4
SNUH-ROUTER-3301,HYMD-ROUTER-3301,1
SNUH-ROUTER-3301,HYMD-ROUTER-3302,2
SNUH-ROUTER-3301,KMKC-ROUTER-3301,1
SNUH-ROUTER-3301,MLML-ROUTER-3301,6
SNUH-ROUTER-3301,MLML-ROUTER-3302,8
SNUH-ROUTER-3301,NKN1-ROUTER-3311,12
SNUH-ROUTER-3301,NKN1-ROUTER-3312,16
SNUH-ROUTER-3301,NTNK-ROUTER-3301,7
SNUH-ROUTER-3301,NTNK-ROUTER-3302,5
SNUH-ROUTER-3301,PCPC-ROUTER-3301,30
SNUH-ROUTER-3301,PCPC-ROUTER-3302,36
SNUH-ROUTER-3301,PCPD-ROUTER-3212,2
SNUH-ROUTER-3301,PCPD-ROUTER-4001,4
SNUH-ROUTER-3301,PHMK-ROUTER-3201,1
SNUH-ROUTER-3301,PHMK-ROUTER-3202,1
SNUH-ROUTER-3301,PTHS-ROUTER-3311,5
SNUH-ROUTER-3301,PTHS-ROUTER-3312,5
SNUH-ROUTER-3301,RTKZ-ROUTER-3311,3
SNUH-ROUTER-3301,RTKZ-ROUTER-3312,7
SNUH-ROUTER-3301,SCZS-ROUTER-3311,18
SNUH-ROUTER-3301,SCZS-ROUTER-3312,18
SNUH-ROUTER-3301,SHGS-ROUTER-3301,4
SNUH-ROUTER-3301,SHGS-ROUTER-3302,3
SNUH-ROUTER-3301,SHMZ-ROUTER-3301,7
SNUH-ROUTER-3301,SHMZ-ROUTER-3302,6
SNUH-ROUTER-3301,SIPR-ROUTER-3301,3
SNUH-ROUTER-3301,SIPR-ROUTER-3302,13
SNUH-ROUTER-3301,SKC1-ROUTER-3011,23
SNUH-ROUTER-3301,SKC1-ROUTER-3311,15
SNUH-ROUTER-3301,SKC1-ROUTER-3312,2
SNUH-ROUTER-3301,SKC1-ROUTER-3315,12
SNUH-ROUTER-3301,SKC1-ROUTER-3316,11
SNUH-ROUTER-3301,SKC1-ROUTER-4031,6
SNUH-ROUTER-3301,SKC1-ROUTER-4032,1
SNUH-ROUTER-3301,SNUH-ROUTER-3301,1425
SNUH-ROUTER-3301,SNUH-ROUTER-3302,1493
SNUH-ROUTER-3301,TCHN-ROUTER-3301,28
SNUH-ROUTER-3301,TCHN-ROUTER-3302,25
SNUH-ROUTER-3301,TCKK-ROUTER-3301,3
SNUH-ROUTER-3301,TCKK-ROUTER-3302,1
SNUH-ROUTER-3301,TCWH-ROUTER-3301,8
SNUH-ROUTER-3301,TLHN-ROUTER-3301,4
SNUH-ROUTER-3301,TLHN-ROUTER-3302,4
SNUH-ROUTER-3301,TNCD-ROUTER-3311,7
SNUH-ROUTER-3301,TNCD-ROUTER-3312,6
SNUH-ROUTER-3301,TNE1-ROUTER-3301,182
SNUH-ROUTER-3301,TNE1-ROUTER-3302,15
SNUH-ROUTER-3301,TPDB-ROUTER-3311,47
SNUH-ROUTER-3301,TPDB-ROUTER-3312,4
SNUH-ROUTER-3301,TPDB-ROUTER-3315,9
SNUH-ROUTER-3301,TPDB-ROUTER-3316,6
SNUH-ROUTER-3301,TPDB-ROUTER-4202,5
SNUH-ROUTER-3301,TPDB-ROUTER-4208,13
SNUH-ROUTER-3301,TPDB-ROUTER-4209,60
SNUH-ROUTER-3301,TPDB-ROUTER-4210,80
SNUH-ROUTER-3301,TPDT-ROUTER-3301,5
SNUH-ROUTER-3301,TPDT-ROUTER-3302,2
SNUH-ROUTER-3301,TPDT-ROUTER-3307,51
SNUH-ROUTER-3301,TPDT-ROUTER-3308,34
SNUH-ROUTER-3301,TPDT-ROUTER-4001,101
SNUH-ROUTER-3301,TPDT-ROUTER-4002,113
SNUH-ROUTER-3301,TPDT-ROUTER-4003,102
SNUH-ROUTER-3301,TPDT-ROUTER-4004,107
SNUH-ROUTER-3301,TPDT-ROUTER-4005,83
SNUH-ROUTER-3301,TPDT-ROUTER-4006,70
SNUH-ROUTER-3301,TPDT-ROUTER-4042,3
SNUH-ROUTER-3301,TPE4-ROUTER-3201,1
SNUH-ROUTER-3301,TPE4-ROUTER-3301,27
SNUH-ROUTER-3301,TPE4-ROUTER-3302,26
SNUH-ROUTER-3301,TPN2-ROUTER-3301,13
SNUH-ROUTER-3301,TPN2-ROUTER-3302,16
SNUH-ROUTER-3301,TTML-ROUTER-3301,1
SNUH-ROUTER-3301,TTML-ROUTER-3302,2
SNUH-ROUTER-3301,TYFO-ROUTER-3301,30
SNUH-ROUTER-3301,TYFO-ROUTER-3302,14
SNUH-ROUTER-3301,TYFO-ROUTER-3305,11
SNUH-ROUTER-3301,TYFO-ROUTER-3306,2
SNUH-ROUTER-3301,TYFO-ROUTER-4031,7
SNUH-ROUTER-3301,TYFO-ROUTER-4032,5
SNUH-ROUTER-3301,ULUL-ROUTER-3301,1
SNUH-ROUTER-3301,ULUL-ROUTER-3302,1
SNUH-ROUTER-3302,0.0.0.0,1
SNUH-ROUTER-3302,203.75.189.227,1
SNUH-ROUTER-3302,203.75.189.228,1
SNUH-ROUTER-3302,203.75.75.129,20
SNUH-ROUTER-3302,210.242.0.190,1
SNUH-ROUTER-3302,210.242.0.253,1
SNUH-ROUTER-3302,210.59.129.1,16
SNUH-ROUTER-3302,220.128.0.245,22
SNUH-ROUTER-3302,CAW1-ROUTER-3311,13
SNUH-ROUTER-3302,CAW1-ROUTER-3312,15
SNUH-ROUTER-3302,CHCH-ROUTER-3301,62
SNUH-ROUTER-3302,CHCH-ROUTER-3302,17
SNUH-ROUTER-3302,CLPY-ROUTER-3301,59
SNUH-ROUTER-3302,CLPY-ROUTER-3302,57
SNUH-ROUTER-3302,CSLL-ROUTER-3301,7
SNUH-ROUTER-3302,CSLL-ROUTER-3302,9
SNUH-ROUTER-3302,FSE1-ROUTER-3301,3
SNUH-ROUTER-3302,FSE1-ROUTER-3302,3
SNUH-ROUTER-3302,FYFY-ROUTER-3301,10
SNUH-ROUTER-3302,FYFY-ROUTER-3302,7
SNUH-ROUTER-3302,HK-R11,19
SNUH-ROUTER-3302,HK-R12,4
SNUH-ROUTER-3302,HLCA-ROUTER-3301,12
SNUH-ROUTER-3302,HLCA-ROUTER-3302,16
SNUH-ROUTER-3302,HYMD-ROUTER-3301,2
SNUH-ROUTER-3302,HYMD-ROUTER-3302,2
SNUH-ROUTER-3302,KMKC-ROUTER-3301,1
SNUH-ROUTER-3302,KMKC-ROUTER-3302,1
SNUH-ROUTER-3302,MLML-ROUTER-3301,6
SNUH-ROUTER-3302,MLML-ROUTER-3302,10
SNUH-ROUTER-3302,NKN1-ROUTER-3311,21
SNUH-ROUTER-3302,NKN1-ROUTER-3312,34
SNUH-ROUTER-3302,NTNK-ROUTER-3301,6
SNUH-ROUTER-3302,NTNK-ROUTER-3302,5
SNUH-ROUTER-3302,PCPC-ROUTER-3301,126
SNUH-ROUTER-3302,PCPC-ROUTER-3302,77
SNUH-ROUTER-3302,PCPD-ROUTER-3212,2
SNUH-ROUTER-3302,PCPD-ROUTER-4001,4
SNUH-ROUTER-3302,PHMK-ROUTER-3201,2
SNUH-ROUTER-3302,PHMK-ROUTER-3202,1
SNUH-ROUTER-3302,PTHS-ROUTER-3311,7
SNUH-ROUTER-3302,PTHS-ROUTER-3312,9
SNUH-ROUTER-3302,RTKZ-ROUTER-3311,12
SNUH-ROUTER-3302,RTKZ-ROUTER-3312,10
SNUH-ROUTER-3302,SCZS-ROUTER-3311,100
SNUH-ROUTER-3302,SCZS-ROUTER-3312,68
SNUH-ROUTER-3302,SHGS-ROUTER-3301,15
SNUH-ROUTER-3302,SHGS-ROUTER-3302,7
SNUH-ROUTER-3302,SHMZ-ROUTER-3301,10
SNUH-ROUTER-3302,SHMZ-ROUTER-3302,12
SNUH-ROUTER-3302,SIPR-ROUTER-3301,12
SNUH-ROUTER-3302,SIPR-ROUTER-3302,24
SNUH-ROUTER-3302,SKC1-ROUTER-3011,1
SNUH-ROUTER-3302,SKC1-ROUTER-3311,33
SNUH-ROUTER-3302,SKC1-ROUTER-3312,22
SNUH-ROUTER-3302,SKC1-ROUTER-3315,96
SNUH-ROUTER-3302,SKC1-ROUTER-3316,17
SNUH-ROUTER-3302,SKC1-ROUTER-4031,5
SNUH-ROUTER-3302,SKC1-ROUTER-4032,1
SNUH-ROUTER-3302,SNUH-ROUTER-3301,1506
SNUH-ROUTER-3302,SNUH-ROUTER-3302,1515
SNUH-ROUTER-3302,TCHN-ROUTER-3301,137
SNUH-ROUTER-3302,TCHN-ROUTER-3302,80
SNUH-ROUTER-3302,TCHN-ROUTER-4935,1
SNUH-ROUTER-3302,TCKK-ROUTER-3301,3
SNUH-ROUTER-3302,TCKK-ROUTER-3302,5
SNUH-ROUTER-3302,TCWH-ROUTER-3301,11
SNUH-ROUTER-3302,TLHN-ROUTER-3301,9
SNUH-ROUTER-3302,TLHN-ROUTER-3302,8
SNUH-ROUTER-3302,TNCD-ROUTER-3311,12
SNUH-ROUTER-3302,TNCD-ROUTER-3312,11
SNUH-ROUTER-3302,TNE1-ROUTER-3301,221
SNUH-ROUTER-3302,TNE1-ROUTER-3302,23
SNUH-ROUTER-3302,TPDB-ROUTER-3311,107
SNUH-ROUTER-3302,TPDB-ROUTER-3312,68
SNUH-ROUTER-3302,TPDB-ROUTER-3315,93
SNUH-ROUTER-3302,TPDB-ROUTER-3316,20
SNUH-ROUTER-3302,TPDB-ROUTER-4036,1
SNUH-ROUTER-3302,TPDB-ROUTER-4202,2
SNUH-ROUTER-3302,TPDB-ROUTER-4207,1
SNUH-ROUTER-3302,TPDB-ROUTER-4208,25
SNUH-ROUTER-3302,TPDB-ROUTER-4209,198
SNUH-ROUTER-3302,TPDB-ROUTER-4210,287
SNUH-ROUTER-3302,TPDT-ROUTER-3301,6
SNUH-ROUTER-3302,TPDT-ROUTER-3302,2
SNUH-ROUTER-3302,TPDT-ROUTER-3307,55
SNUH-ROUTER-3302,TPDT-ROUTER-3308,79
SNUH-ROUTER-3302,TPDT-ROUTER-4001,94
SNUH-ROUTER-3302,TPDT-ROUTER-4002,94
SNUH-ROUTER-3302,TPDT-ROUTER-4003,138
SNUH-ROUTER-3302,TPDT-ROUTER-4004,188
SNUH-ROUTER-3302,TPDT-ROUTER-4005,78
SNUH-ROUTER-3302,TPDT-ROUTER-4006,57
SNUH-ROUTER-3302,TPDT-ROUTER-4041,3
SNUH-ROUTER-3302,TPDT-ROUTER-4042,5
SNUH-ROUTER-3302,TPE4-ROUTER-3201,101
SNUH-ROUTER-3302,TPE4-ROUTER-3301,73
SNUH-ROUTER-3302,TPE4-ROUTER-3302,71
SNUH-ROUTER-3302,TPN2-ROUTER-3301,46
SNUH-ROUTER-3302,TPN2-ROUTER-3302,32
SNUH-ROUTER-3302,TTML-ROUTER-3301,1
SNUH-ROUTER-3302,TTML-ROUTER-3302,5
SNUH-ROUTER-3302,TYFO-ROUTER-3301,89
SNUH-ROUTER-3302,TYFO-ROUTER-3302,66
SNUH-ROUTER-3302,TYFO-ROUTER-3305,46
SNUH-ROUTER-3302,TYFO-ROUTER-3306,41
SNUH-ROUTER-3302,TYFO-ROUTER-4031,9
SNUH-ROUTER-3302,TYFO-ROUTER-4032,3
SNUH-ROUTER-3302,TYFO-ROUTER-4901,1
SNUH-ROUTER-3302,ULUL-ROUTER-3301,2
SNUH-ROUTER-3302,ULUL-ROUTER-3302,4
TCHN-ROUTER-3011,TPDB-ROUTER-4209,1
TCHN-ROUTER-3011,TPDT-ROUTER-4003,1
TCHN-ROUTER-3301,0.0.0.0,6
TCHN-ROUTER-3301,203.75.189.227,1
TCHN-ROUTER-3301,203.75.189.228,1
TCHN-ROUTER-3301,203.75.2.131,1
TCHN-ROUTER-3301,203.75.2.66,7
TCHN-ROUTER-3301,203.75.75.129,26
TCHN-ROUTER-3301,210.242.0.190,1
TCHN-ROUTER-3301,210.242.0.253,2
TCHN-ROUTER-3301,210.59.129.1,30
TCHN-ROUTER-3301,220.128.0.245,120
TCHN-ROUTER-3301,CAW1-ROUTER-3311,11
TCHN-ROUTER-3301,CAW1-ROUTER-3312,12
TCHN-ROUTER-3301,CHCH-ROUTER-3301,133
TCHN-ROUTER-3301,CHCH-ROUTER-3302,72
TCHN-ROUTER-3301,CLPY-ROUTER-3301,23
TCHN-ROUTER-3301,CLPY-ROUTER-3302,30
TCHN-ROUTER-3301,CSLL-ROUTER-3301,497
TCHN-ROUTER-3301,CSLL-ROUTER-3302,637
TCHN-ROUTER-3301,FSE1-ROUTER-3301,2
TCHN-ROUTER-3301,FSE1-ROUTER-3302,2
TCHN-ROUTER-3301,FYFY-ROUTER-3301,51
TCHN-ROUTER-3301,FYFY-ROUTER-3302,46
TCHN-ROUTER-3301,HK-R11,25
TCHN-ROUTER-3301,HK-R12,15
TCHN-ROUTER-3301,HLCA-ROUTER-3301,5
TCHN-ROUTER-3301,HLCA-ROUTER-3302,8
TCHN-ROUTER-3301,HYMD-ROUTER-3301,2
TCHN-ROUTER-3301,HYMD-ROUTER-3302,1
TCHN-ROUTER-3301,KMKC-ROUTER-3301,1
TCHN-ROUTER-3301,MLML-ROUTER-3301,50
TCHN-ROUTER-3301,MLML-ROUTER-3302,42
TCHN-ROUTER-3301,NKN1-ROUTER-3311,18
TCHN-ROUTER-3301,NKN1-ROUTER-3312,22
TCHN-ROUTER-3301,NTNK-ROUTER-3301,48
TCHN-ROUTER-3301,NTNK-ROUTER-3302,37
TCHN-ROUTER-3301,PCPC-ROUTER-3301,91
TCHN-ROUTER-3301,PCPC-ROUTER-3302,41
TCHN-ROUTER-3301,PCPD-ROUTER-3211,22
TCHN-ROUTER-3301,PCPD-ROUTER-3212,26
TCHN-ROUTER-3301,PCPD-ROUTER-4001,8
TCHN-ROUTER-3301,PHMK-ROUTER-3201,2
TCHN-ROUTER-3301,PHMK-ROUTER-3202,1
TCHN-ROUTER-3301,PTHS-ROUTER-3311,5
TCHN-ROUTER-3301,PTHS-ROUTER-3312,5
TCHN-ROUTER-3301,RTKZ-ROUTER-3311,9
TCHN-ROUTER-3301,RTKZ-ROUTER-3312,5
TCHN-ROUTER-3301,SCZS-ROUTER-3311,72
TCHN-ROUTER-3301,SCZS-ROUTER-3312,34
TCHN-ROUTER-3301,SHGS-ROUTER-3301,7
TCHN-ROUTER-3301,SHGS-ROUTER-3302,7
TCHN-ROUTER-3301,SHMZ-ROUTER-3301,4
TCHN-ROUTER-3301,SHMZ-ROUTER-3302,4
TCHN-ROUTER-3301,SIPR-ROUTER-3301,4
TCHN-ROUTER-3301,SIPR-ROUTER-3302,7
TCHN-ROUTER-3301,SKC1-ROUTER-3011,4
TCHN-ROUTER-3301,SKC1-ROUTER-3311,15
TCHN-ROUTER-3301,SKC1-ROUTER-3312,11
TCHN-ROUTER-3301,SKC1-ROUTER-3315,89
TCHN-ROUTER-3301,SKC1-ROUTER-3316,21
TCHN-ROUTER-3301,SKC1-ROUTER-4031,10
TCHN-ROUTER-3301,SKC1-ROUTER-4032,1
TCHN-ROUTER-3301,SKC1-ROUTER-4935,1
TCHN-ROUTER-3301,SNUH-ROUTER-3301,35
TCHN-ROUTER-3301,SNUH-ROUTER-3302,74
TCHN-ROUTER-3301,TCHN-ROUTER-3301,3879
TCHN-ROUTER-3301,TCHN-ROUTER-3302,3933
TCHN-ROUTER-3301,TCHN-ROUTER-4935,4
TCHN-ROUTER-3301,TCKK-ROUTER-3301,16
TCHN-ROUTER-3301,TCKK-ROUTER-3302,23
TCHN-ROUTER-3301,TCWH-ROUTER-3301,11
TCHN-ROUTER-3301,TLHN-ROUTER-3301,44
TCHN-ROUTER-3301,TLHN-ROUTER-3302,44
TCHN-ROUTER-3301,TNCD-ROUTER-3311,12
TCHN-ROUTER-3301,TNCD-ROUTER-3312,8
TCHN-ROUTER-3301,TNE1-ROUTER-3301,359
TCHN-ROUTER-3301,TNE1-ROUTER-3302,19
TCHN-ROUTER-3301,TPDB-ROUTER-3311,78
TCHN-ROUTER-3301,TPDB-ROUTER-3312,26
TCHN-ROUTER-3301,TPDB-ROUTER-3315,85
TCHN-ROUTER-3301,TPDB-ROUTER-3316,14
TCHN-ROUTER-3301,TPDB-ROUTER-4036,1
TCHN-ROUTER-3301,TPDB-ROUTER-4202,2
TCHN-ROUTER-3301,TPDB-ROUTER-4207,2
TCHN-ROUTER-3301,TPDB-ROUTER-4208,35
TCHN-ROUTER-3301,TPDB-ROUTER-4209,235
TCHN-ROUTER-3301,TPDB-ROUTER-4210,362
TCHN-ROUTER-3301,TPDT-ROUTER-3301,10
TCHN-ROUTER-3301,TPDT-ROUTER-3302,7
TCHN-ROUTER-3301,TPDT-ROUTER-3307,46
TCHN-ROUTER-3301,TPDT-ROUTER-3308,57
TCHN-ROUTER-3301,TPDT-ROUTER-4001,211
TCHN-ROUTER-3301,TPDT-ROUTER-4002,193
TCHN-ROUTER-3301,TPDT-ROUTER-4003,237
TCHN-ROUTER-3301,TPDT-ROUTER-4004,196
TCHN-ROUTER-3301,TPDT-ROUTER-4005,414
TCHN-ROUTER-3301,TPDT-ROUTER-4006,365
TCHN-ROUTER-3301,TPDT-ROUTER-4042,4
TCHN-ROUTER-3301,TPDT-ROUTER-4043,1
TCHN-ROUTER-3301,TPE4-ROUTER-3201,59
TCHN-ROUTER-3301,TPE4-ROUTER-3301,47
TCHN-ROUTER-3301,TPE4-ROUTER-3302,42
TCHN-ROUTER-3301,TPN2-ROUTER-3301,23
TCHN-ROUTER-3301,TPN2-ROUTER-3302,18
TCHN-ROUTER-3301,TTML-ROUTER-3301,2
TCHN-ROUTER-3301,TTML-ROUTER-3302,3
TCHN-ROUTER-3301,TYFO-ROUTER-3301,89
TCHN-ROUTER-3301,TYFO-ROUTER-3302,32
TCHN-ROUTER-3301,TYFO-ROUTER-3305,15
TCHN-ROUTER-3301,TYFO-ROUTER-3306,8
TCHN-ROUTER-3301,TYFO-ROUTER-4031,16
TCHN-ROUTER-3301,TYFO-ROUTER-4032,8
TCHN-ROUTER-3301,TYFO-ROUTER-4901,1
TCHN-ROUTER-3301,ULUL-ROUTER-3301,13
TCHN-ROUTER-3301,ULUL-ROUTER-3302,18
TCHN-ROUTER-3302,0.0.0.0,3
TCHN-ROUTER-3302,203.75.189.227,1
TCHN-ROUTER-3302,203.75.75.129,25
TCHN-ROUTER-3302,210.242.0.253,2
TCHN-ROUTER-3302,210.59.129.1,24
TCHN-ROUTER-3302,220.128.0.245,58
TCHN-ROUTER-3302,CAW1-ROUTER-3311,11
TCHN-ROUTER-3302,CAW1-ROUTER-3312,8
TCHN-ROUTER-3302,CHCH-ROUTER-3301,22
TCHN-ROUTER-3302,CHCH-ROUTER-3302,30
TCHN-ROUTER-3302,CLPY-ROUTER-3301,19
TCHN-ROUTER-3302,CLPY-ROUTER-3302,24
TCHN-ROUTER-3302,CSLL-ROUTER-3301,458
TCHN-ROUTER-3302,CSLL-ROUTER-3302,570
TCHN-ROUTER-3302,FSE1-ROUTER-3301,2
TCHN-ROUTER-3302,FSE1-ROUTER-3302,2
TCHN-ROUTER-3302,FYFY-ROUTER-3301,30
TCHN-ROUTER-3302,FYFY-ROUTER-3302,17
TCHN-ROUTER-3302,HK-R11,28
TCHN-ROUTER-3302,HK-R12,21
TCHN-ROUTER-3302,HLCA-ROUTER-3301,3
TCHN-ROUTER-3302,HLCA-ROUTER-3302,3
TCHN-ROUTER-3302,HYMD-ROUTER-3301,1
TCHN-ROUTER-3302,HYMD-ROUTER-3302,1
TCHN-ROUTER-3302,KMKC-ROUTER-3302,1
TCHN-ROUTER-3302,MLML-ROUTER-3301,7
TCHN-ROUTER-3302,MLML-ROUTER-3302,8
TCHN-ROUTER-3302,NKN1-ROUTER-3311,14
TCHN-ROUTER-3302,NKN1-ROUTER-3312,22
TCHN-ROUTER-3302,NTNK-ROUTER-3301,11
TCHN-ROUTER-3302,NTNK-ROUTER-3302,5
TCHN-ROUTER-3302,PCPC-ROUTER-3301,34
TCHN-ROUTER-3302,PCPC-ROUTER-3302,28
TCHN-ROUTER-3302,PCPD-ROUTER-3211,22
TCHN-ROUTER-3302,PCPD-ROUTER-3212,23
TCHN-ROUTER-3302,PCPD-ROUTER-4001,8
TCHN-ROUTER-3302,PHMK-ROUTER-3201,1
TCHN-ROUTER-3302,PHMK-ROUTER-3202,2
TCHN-ROUTER-3302,PTHS-ROUTER-3311,8
TCHN-ROUTER-3302,PTHS-ROUTER-3312,7
TCHN-ROUTER-3302,RTKZ-ROUTER-3311,4
TCHN-ROUTER-3302,RTKZ-ROUTER-3312,4
TCHN-ROUTER-3302,SCZS-ROUTER-3311,22
TCHN-ROUTER-3302,SCZS-ROUTER-3312,21
TCHN-ROUTER-3302,SHGS-ROUTER-3301,4
TCHN-ROUTER-3302,SHGS-ROUTER-3302,4
TCHN-ROUTER-3302,SHMZ-ROUTER-3301,3
TCHN-ROUTER-3302,SHMZ-ROUTER-3302,3
TCHN-ROUTER-3302,SIPR-ROUTER-3301,4
TCHN-ROUTER-3302,SIPR-ROUTER-3302,4
TCHN-ROUTER-3302,SKC1-ROUTER-3011,1
TCHN-ROUTER-3302,SKC1-ROUTER-3311,10
TCHN-ROUTER-3302,SKC1-ROUTER-3312,4
TCHN-ROUTER-3302,SKC1-ROUTER-3315,18
TCHN-ROUTER-3302,SKC1-ROUTER-3316,21
TCHN-ROUTER-3302,SKC1-ROUTER-4031,9
TCHN-ROUTER-3302,SKC1-ROUTER-4032,2
TCHN-ROUTER-3302,SNUH-ROUTER-3301,28
TCHN-ROUTER-3302,SNUH-ROUTER-3302,27
TCHN-ROUTER-3302,TCHN-ROUTER-3301,3401
TCHN-ROUTER-3302,TCHN-ROUTER-3302,3403
TCHN-ROUTER-3302,TCHN-ROUTER-4935,2
TCHN-ROUTER-3302,TCKK-ROUTER-3301,4
TCHN-ROUTER-3302,TCKK-ROUTER-3302,3
TCHN-ROUTER-3302,TCWH-ROUTER-3301,13
TCHN-ROUTER-3302,TLHN-ROUTER-3301,10
TCHN-ROUTER-3302,TLHN-ROUTER-3302,6
TCHN-ROUTER-3302,TNCD-ROUTER-3311,10
TCHN-ROUTER-3302,TNCD-ROUTER-3312,9
TCHN-ROUTER-3302,TNE1-ROUTER-3301,283
TCHN-ROUTER-3302,TNE1-ROUTER-3302,17
TCHN-ROUTER-3302,TPDB-ROUTER-3311,68
TCHN-ROUTER-3302,TPDB-ROUTER-3312,11
TCHN-ROUTER-3302,TPDB-ROUTER-3315,16
TCHN-ROUTER-3302,TPDB-ROUTER-3316,12
TCHN-ROUTER-3302,TPDB-ROUTER-4036,2
TCHN-ROUTER-3302,TPDB-ROUTER-4202,3
TCHN-ROUTER-3302,TPDB-ROUTER-4207,1
TCHN-ROUTER-3302,TPDB-ROUTER-4208,19
TCHN-ROUTER-3302,TPDB-ROUTER-4209,99
TCHN-ROUTER-3302,TPDB-ROUTER-4210,122
TCHN-ROUTER-3302,TPDT-ROUTER-3301,12
TCHN-ROUTER-3302,TPDT-ROUTER-3302,1
TCHN-ROUTER-3302,TPDT-ROUTER-3307,52
TCHN-ROUTER-3302,TPDT-ROUTER-3308,46
TCHN-ROUTER-3302,TPDT-ROUTER-4001,167
TCHN-ROUTER-3302,TPDT-ROUTER-4002,182
TCHN-ROUTER-3302,TPDT-ROUTER-4003,183
TCHN-ROUTER-3302,TPDT-ROUTER-4004,176
TCHN-ROUTER-3302,TPDT-ROUTER-4005,435
TCHN-ROUTER-3302,TPDT-ROUTER-4006,431
TCHN-ROUTER-3302,TPDT-ROUTER-4042,5
TCHN-ROUTER-3302,TPE4-ROUTER-3301,30
TCHN-ROUTER-3302,TPE4-ROUTER-3302,25
TCHN-ROUTER-3302,TPN2-ROUTER-3301,17
TCHN-ROUTER-3302,TPN2-ROUTER-3302,13
TCHN-ROUTER-3302,TTML-ROUTER-3301,1
TCHN-ROUTER-3302,TTML-ROUTER-3302,2
TCHN-ROUTER-3302,TYFO-ROUTER-3301,32
TCHN-ROUTER-3302,TYFO-ROUTER-3302,23
TCHN-ROUTER-3302,TYFO-ROUTER-3305,14
TCHN-ROUTER-3302,TYFO-ROUTER-3306,3
TCHN-ROUTER-3302,TYFO-ROUTER-4031,11
TCHN-ROUTER-3302,TYFO-ROUTER-4032,8
TCHN-ROUTER-3302,ULUL-ROUTER-3301,2
TCHN-ROUTER-3302,ULUL-ROUTER-3302,3
TCHN-ROUTER-4935,210.242.0.253,1
TCHN-ROUTER-4935,CHCH-ROUTER-3301,3
TCHN-ROUTER-4935,CHCH-ROUTER-3302,10
TCHN-ROUTER-4935,CLPY-ROUTER-3302,3
TCHN-ROUTER-4935,CSLL-ROUTER-3301,1
TCHN-ROUTER-4935,CSLL-ROUTER-3302,1
TCHN-ROUTER-4935,FYFY-ROUTER-3301,1
TCHN-ROUTER-4935,FYFY-ROUTER-3302,1
TCHN-ROUTER-4935,HK-R12,1
TCHN-ROUTER-4935,HLCA-ROUTER-3301,2
TCHN-ROUTER-4935,NTNK-ROUTER-3301,1
TCHN-ROUTER-4935,PCPC-ROUTER-3301,1
TCHN-ROUTER-4935,SCZS-ROUTER-3312,2
TCHN-ROUTER-4935,SKC1-ROUTER-3316,1
TCHN-ROUTER-4935,TCHN-ROUTER-3301,13
TCHN-ROUTER-4935,TCHN-ROUTER-3302,9
TCHN-ROUTER-4935,TCKK-ROUTER-3301,1
TCHN-ROUTER-4935,TNCD-ROUTER-3311,1
TCHN-ROUTER-4935,TNE1-ROUTER-3301,2
TCHN-ROUTER-4935,TNE1-ROUTER-3302,1
TCHN-ROUTER-4935,TPDB-ROUTER-3316,2
TCHN-ROUTER-4935,TPDT-ROUTER-3308,2
TCHN-ROUTER-4935,TPE4-ROUTER-3302,3
TCHN-ROUTER-4935,TPN2-ROUTER-3301,6
TCHN-ROUTER-4935,TYFO-ROUTER-3302,1
TCHN-ROUTER-4935,ULUL-ROUTER-3302,1
TCKK-ROUTER-3301,203.75.75.129,1
TCKK-ROUTER-3301,210.59.129.1,3
TCKK-ROUTER-3301,220.128.0.245,1
TCKK-ROUTER-3301,CAW1-ROUTER-3311,1
TCKK-ROUTER-3301,CAW1-ROUTER-3312,1
TCKK-ROUTER-3301,CHCH-ROUTER-3301,7
TCKK-ROUTER-3301,CHCH-ROUTER-3302,6
TCKK-ROUTER-3301,CLPY-ROUTER-3301,1
TCKK-ROUTER-3301,CLPY-ROUTER-3302,1
TCKK-ROUTER-3301,CSLL-ROUTER-3302,1
TCKK-ROUTER-3301,FYFY-ROUTER-3302,1
TCKK-ROUTER-3301,HK-R11,1
TCKK-ROUTER-3301,MLML-ROUTER-3301,1
TCKK-ROUTER-3301,MLML-ROUTER-3302,1
TCKK-ROUTER-3301,NKN1-ROUTER-3311,2
TCKK-ROUTER-3301,NKN1-ROUTER-3312,2
TCKK-ROUTER-3301,NTNK-ROUTER-3301,1
TCKK-ROUTER-3301,NTNK-ROUTER-3302,2
TCKK-ROUTER-3301,PCPC-ROUTER-3301,2
TCKK-ROUTER-3301,PCPC-ROUTER-3302,2
TCKK-ROUTER-3301,PCPD-ROUTER-3211,1
TCKK-ROUTER-3301,PCPD-ROUTER-3212,2
TCKK-ROUTER-3301,PCPD-ROUTER-4001,1
TCKK-ROUTER-3301,PHMK-ROUTER-3201,1
TCKK-ROUTER-3301,SCZS-ROUTER-3311,1
TCKK-ROUTER-3301,SCZS-ROUTER-3312,1
TCKK-ROUTER-3301,SIPR-ROUTER-3302,1
TCKK-ROUTER-3301,SKC1-ROUTER-3311,1
TCKK-ROUTER-3301,SKC1-ROUTER-3315,1
