hostname1,hostname2,demand
203.75.189.227,SKC1-ROUTER-3315,1
203.75.189.227,TNCD-ROUTER-3311,2
203.75.189.227,TNCD-ROUTER-3312,1
203.75.189.227,TPDB-ROUTER-4208,1
203.75.189.227,TPDB-ROUTER-4209,2
203.75.189.227,TPDB-ROUTER-4210,3
203.75.189.227,TPDT-ROUTER-4001,1
203.75.189.227,TPDT-ROUTER-4002,1
203.75.189.227,TPDT-ROUTER-4003,1
203.75.189.227,TPDT-ROUTER-4004,3
203.75.189.227,TPDT-ROUTER-4005,2
203.75.189.227,TPDT-ROUTER-4006,2
203.75.189.228,203.75.75.129,1
203.75.189.228,210.59.129.1,1
203.75.189.228,FYFY-ROUTER-3301,1
203.75.189.228,TCHN-ROUTER-3301,1
203.75.189.228,TNCD-ROUTER-3311,1
203.75.189.228,TNCD-ROUTER-3312,1
203.75.189.228,TPDB-ROUTER-4209,2
203.75.189.228,TPDB-ROUTER-4210,3
203.75.189.228,TPDT-ROUTER-4001,1
203.75.189.228,TPDT-ROUTER-4002,1
203.75.189.228,TPDT-ROUTER-4003,3
203.75.189.228,TPDT-ROUTER-4004,2
203.75.189.228,TPDT-ROUTER-4005,3
203.75.189.228,TPDT-ROUTER-4006,3
203.75.2.131,TCHN-ROUTER-3302,1
203.75.2.131,TNE1-ROUTER-3301,2
203.75.2.131,TPDB-ROUTER-4208,1
203.75.2.131,TPDB-ROUTER-4209,1
203.75.2.131,TPDB-ROUTER-4210,1
203.75.2.131,TPDT-ROUTER-4001,1
203.75.2.131,TPDT-ROUTER-4002,1
203.75.2.131,TPDT-ROUTER-4003,1
203.75.2.131,TPDT-ROUTER-4004,2
203.75.2.131,TPDT-ROUTER-4005,3
203.75.2.131,TPDT-ROUTER-4006,2
203.75.2.66,SCZS-ROUTER-3311,1
203.75.75.129,203.75.189.227,2
203.75.75.129,203.75.189.228,2
203.75.75.129,210.242.0.190,1
203.75.75.129,220.128.0.245,35
203.75.75.129,CAW1-ROUTER-3311,251
203.75.75.129,CAW1-ROUTER-3312,228
203.75.75.129,CHCH-ROUTER-3301,329
203.75.75.129,CHCH-ROUTER-3302,314
203.75.75.129,CLPY-ROUTER-3301,509
203.75.75.129,CLPY-ROUTER-3302,534
203.75.75.129,CSLL-ROUTER-3301,154
203.75.75.129,CSLL-ROUTER-3302,183
203.75.75.129,FSE1-ROUTER-3301,71
203.75.75.129,FSE1-ROUTER-3302,82
203.75.75.129,FYFY-ROUTER-3301,159
203.75.75.129,FYFY-ROUTER-3302,119
203.75.75.129,HK-R11,7
203.75.75.129,HK-R12,6
203.75.75.129,HLCA-ROUTER-3301,85
203.75.75.129,HLCA-ROUTER-3302,86
203.75.75.129,HYMD-ROUTER-3301,37
203.75.75.129,HYMD-ROUTER-3302,38
203.75.75.129,KMKC-ROUTER-3301,26
203.75.75.129,KMKC-ROUTER-3302,22
203.75.75.129,MLML-ROUTER-3301,181
203.75.75.129,MLML-ROUTER-3302,194
203.75.75.129,NKN1-ROUTER-3311,472
203.75.75.129,NKN1-ROUTER-3312,520
203.75.75.129,NTNK-ROUTER-3301,149
203.75.75.129,NTNK-ROUTER-3302,93
203.75.75.129,PCPC-ROUTER-3301,762
203.75.75.129,PCPC-ROUTER-3302,797
203.75.75.129,PHMK-ROUTER-3201,38
203.75.75.129,PHMK-ROUTER-3202,25
203.75.75.129,PTHS-ROUTER-3311,155
203.75.75.129,PTHS-ROUTER-3312,166
203.75.75.129,RTKZ-ROUTER-3311,100
203.75.75.129,RTKZ-ROUTER-3312,92
203.75.75.129,SCZS-ROUTER-3311,481
203.75.75.129,SCZS-ROUTER-3312,525
203.75.75.129,SHGS-ROUTER-3301,98
203.75.75.129,SHGS-ROUTER-3302,85
203.75.75.129,SHMZ-ROUTER-3301,106
203.75.75.129,SHMZ-ROUTER-3302,91
203.75.75.129,SIPR-ROUTER-3301,93
203.75.75.129,SIPR-ROUTER-3302,146
203.75.75.129,SKC1-ROUTER-3311,151
203.75.75.129,SKC1-ROUTER-3312,106
203.75.75.129,SKC1-ROUTER-3315,377
203.75.75.129,SKC1-ROUTER-3316,360
203.75.75.129,SNUH-ROUTER-3301,536
203.75.75.129,SNUH-ROUTER-3302,616
203.75.75.129,TCHN-ROUTER-3301,900
203.75.75.129,TCHN-ROUTER-3302,999
203.75.75.129,TCHN-ROUTER-4935,1
203.75.75.129,TCKK-ROUTER-3301,61
203.75.75.129,TCKK-ROUTER-3302,59
203.75.75.129,TCWH-ROUTER-3301,80
203.75.75.129,TLHN-ROUTER-3301,181
203.75.75.129,TLHN-ROUTER-3302,190
203.75.75.129,TNCD-ROUTER-3311,215
203.75.75.129,TNCD-ROUTER-3312,180
203.75.75.129,TNE1-ROUTER-3301,427
203.75.75.129,TNE1-ROUTER-3302,427
203.75.75.129,TPDB-ROUTER-3311,73
203.75.75.129,TPDB-ROUTER-3312,90
203.75.75.129,TPDB-ROUTER-3315,165
203.75.75.129,TPDB-ROUTER-3316,151
203.75.75.129,TPDB-ROUTER-4207,4
203.75.75.129,TPDB-ROUTER-4208,4
203.75.75.129,TPDB-ROUTER-4209,28
203.75.75.129,TPDB-ROUTER-4210,87
203.75.75.129,TPDT-ROUTER-3301,1
203.75.75.129,TPDT-ROUTER-3302,2
203.75.75.129,TPDT-ROUTER-3307,214
203.75.75.129,TPDT-ROUTER-3308,215
203.75.75.129,TPDT-ROUTER-4001,15
203.75.75.129,TPDT-ROUTER-4002,27
203.75.75.129,TPDT-ROUTER-4003,94
203.75.75.129,TPDT-ROUTER-4004,53
203.75.75.129,TPDT-ROUTER-4005,149
203.75.75.129,TPDT-ROUTER-4006,185
203.75.75.129,TPE4-ROUTER-3301,577
203.75.75.129,TPE4-ROUTER-3302,534
203.75.75.129,TPN2-ROUTER-3301,354
203.75.75.129,TPN2-ROUTER-3302,303
203.75.75.129,TTML-ROUTER-3301,38
203.75.75.129,TTML-ROUTER-3302,51
203.75.75.129,TYFO-ROUTER-3301,435
203.75.75.129,TYFO-ROUTER-3302,534
203.75.75.129,TYFO-ROUTER-3305,60
203.75.75.129,TYFO-ROUTER-3306,56
203.75.75.129,TYFO-ROUTER-4032,1
203.75.75.129,ULUL-ROUTER-3301,40
203.75.75.129,ULUL-ROUTER-3302,63
210.242.0.189,CLPY-ROUTER-3301,1
210.242.0.189,PCPC-ROUTER-3302,1
210.242.0.189,SCZS-ROUTER-3311,1
210.242.0.189,SKC1-ROUTER-3311,1
210.242.0.189,SKC1-ROUTER-3312,1
210.242.0.189,TCHN-ROUTER-3301,1
210.242.0.189,TCHN-ROUTER-3302,1
210.242.0.189,TNE1-ROUTER-3301,3
210.242.0.189,TNE1-ROUTER-3302,1
210.242.0.189,TPDB-ROUTER-3311,1
210.242.0.189,TPDB-ROUTER-3316,1
210.242.0.189,TPDB-ROUTER-4209,3
210.242.0.189,TPDB-ROUTER-4210,4
210.242.0.189,TPDT-ROUTER-4002,1
210.242.0.189,TPDT-ROUTER-4003,2
210.242.0.189,TPDT-ROUTER-4004,1
210.242.0.189,TPDT-ROUTER-4005,5
210.242.0.189,TPDT-ROUTER-4006,5
210.242.0.189,TPE4-ROUTER-3301,1
210.242.0.190,210.59.129.1,2
210.242.0.190,HK-R11,1
210.242.0.190,TNE1-ROUTER-3301,5
210.242.0.190,TPDB-ROUTER-3315,1
210.242.0.190,TPDB-ROUTER-3316,1
210.242.0.190,TPDB-ROUTER-4208,1
210.242.0.190,TPDB-ROUTER-4209,2
210.242.0.190,TPDB-ROUTER-4210,10
210.242.0.190,TPDT-ROUTER-4001,2
210.242.0.190,TPDT-ROUTER-4002,4
210.242.0.190,TPDT-ROUTER-4003,5
210.242.0.190,TPDT-ROUTER-4004,2
210.242.0.190,TPDT-ROUTER-4005,2
210.242.0.190,TPDT-ROUTER-4006,3
210.242.0.253,210.59.129.1,1
210.242.0.253,CAW1-ROUTER-3311,3
210.242.0.253,CAW1-ROUTER-3312,2
210.242.0.253,CHCH-ROUTER-3301,4
210.242.0.253,CHCH-ROUTER-3302,3
210.242.0.253,CLPY-ROUTER-3301,4
210.242.0.253,CLPY-ROUTER-3302,4
210.242.0.253,CSLL-ROUTER-3301,2
210.242.0.253,CSLL-ROUTER-3302,3
210.242.0.253,FSE1-ROUTER-3301,1
210.242.0.253,FSE1-ROUTER-3302,1
210.242.0.253,FYFY-ROUTER-3301,2
210.242.0.253,FYFY-ROUTER-3302,1
210.242.0.253,HK-R11,4
210.242.0.253,HK-R12,3
210.242.0.253,HLCA-ROUTER-3301,1
210.242.0.253,HLCA-ROUTER-3302,1
210.242.0.253,HYMD-ROUTER-3301,1
210.242.0.253,HYMD-ROUTER-3302,1
210.242.0.253,MLML-ROUTER-3301,2
210.242.0.253,MLML-ROUTER-3302,2
210.242.0.253,NKN1-ROUTER-3311,4
210.242.0.253,NKN1-ROUTER-3312,5
210.242.0.253,NTNK-ROUTER-3301,2
210.242.0.253,NTNK-ROUTER-3302,1
210.242.0.253,PCPC-ROUTER-3301,8
210.242.0.253,PCPC-ROUTER-3302,7
210.242.0.253,PTHS-ROUTER-3311,2
210.242.0.253,PTHS-ROUTER-3312,2
210.242.0.253,RTKZ-ROUTER-3311,2
210.242.0.253,RTKZ-ROUTER-3312,1
210.242.0.253,SCZS-ROUTER-3311,6
210.242.0.253,SCZS-ROUTER-3312,5
210.242.0.253,SHGS-ROUTER-3301,1
210.242.0.253,SHGS-ROUTER-3302,1
210.242.0.253,SHMZ-ROUTER-3301,1
210.242.0.253,SHMZ-ROUTER-3302,1
210.242.0.253,SIPR-ROUTER-3301,1
210.242.0.253,SIPR-ROUTER-3302,1
210.242.0.253,SKC1-ROUTER-3311,2
210.242.0.253,SKC1-ROUTER-3312,2
210.242.0.253,SKC1-ROUTER-3315,4
210.242.0.253,SKC1-ROUTER-3316,3
210.242.0.253,SNUH-ROUTER-3301,5
210.242.0.253,SNUH-ROUTER-3302,7
210.242.0.253,TCHN-ROUTER-3301,10
210.242.0.253,TCHN-ROUTER-3302,10
210.242.0.253,TCKK-ROUTER-3301,1
210.242.0.253,TLHN-ROUTER-3301,2
210.242.0.253,TLHN-ROUTER-3302,2
210.242.0.253,TNCD-ROUTER-3311,2
210.242.0.253,TNCD-ROUTER-3312,2
210.242.0.253,TNE1-ROUTER-3301,11
210.242.0.253,TNE1-ROUTER-3302,4
210.242.0.253,TPDB-ROUTER-3311,3
210.242.0.253,TPDB-ROUTER-3312,3
210.242.0.253,TPDB-ROUTER-3315,3
210.242.0.253,TPDB-ROUTER-3316,3
210.242.0.253,TPDB-ROUTER-4208,12
210.242.0.253,TPDB-ROUTER-4209,56
210.242.0.253,TPDB-ROUTER-4210,64
210.242.0.253,TPDT-ROUTER-3302,2
210.242.0.253,TPDT-ROUTER-3307,3
210.242.0.253,TPDT-ROUTER-3308,3
210.242.0.253,TPDT-ROUTER-4001,7
210.242.0.253,TPDT-ROUTER-4002,9
210.242.0.253,TPDT-ROUTER-4003,21
210.242.0.253,TPDT-ROUTER-4004,8
210.242.0.253,TPDT-ROUTER-4005,2
210.242.0.253,TPDT-ROUTER-4006,4
210.242.0.253,TPE4-ROUTER-3201,1
210.242.0.253,TPE4-ROUTER-3301,7
210.242.0.253,TPE4-ROUTER-3302,5
210.242.0.253,TPN2-ROUTER-3301,2
210.242.0.253,TPN2-ROUTER-3302,2
210.242.0.253,TTML-ROUTER-3301,1
210.242.0.253,TTML-ROUTER-3302,1
210.242.0.253,TYFO-ROUTER-3301,7
210.242.0.253,TYFO-ROUTER-3302,9
210.242.0.253,TYFO-ROUTER-3305,2
210.242.0.253,TYFO-ROUTER-3306,2
210.242.0.253,TYFO-ROUTER-4031,1
210.242.0.253,ULUL-ROUTER-3301,1
210.242.0.253,ULUL-ROUTER-3302,1
210.59.129.1,203.75.189.227,5
210.59.129.1,203.75.189.228,4
210.59.129.1,203.75.2.131,2
210.59.129.1,210.242.0.190,2
210.59.129.1,210.242.0.253,1
210.59.129.1,CAW1-ROUTER-3311,80
210.59.129.1,CAW1-ROUTER-3312,73
210.59.129.1,CHCH-ROUTER-3301,99
210.59.129.1,CHCH-ROUTER-3302,92
210.59.129.1,CLPY-ROUTER-3301,162
210.59.129.1,CLPY-ROUTER-3302,181
210.59.129.1,CSLL-ROUTER-3301,45
210.59.129.1,CSLL-ROUTER-3302,70
210.59.129.1,FSE1-ROUTER-3301,19
210.59.129.1,FSE1-ROUTER-3302,26
210.59.129.1,FYFY-ROUTER-3301,63
210.59.129.1,FYFY-ROUTER-3302,51
210.59.129.1,HK-R11,1
210.59.129.1,HK-R12,1
210.59.129.1,HLCA-ROUTER-3301,41
210.59.129.1,HLCA-ROUTER-3302,43
210.59.129.1,HYMD-ROUTER-3301,23
210.59.129.1,HYMD-ROUTER-3302,15
210.59.129.1,KMKC-ROUTER-3301,11
210.59.129.1,KMKC-ROUTER-3302,10
210.59.129.1,MLML-ROUTER-3301,70
210.59.129.1,MLML-ROUTER-3302,70
210.59.129.1,NKN1-ROUTER-3311,145
210.59.129.1,NKN1-ROUTER-3312,148
210.59.129.1,NTNK-ROUTER-3301,72
210.59.129.1,NTNK-ROUTER-3302,35
210.59.129.1,PCPC-ROUTER-3301,282
210.59.129.1,PCPC-ROUTER-3302,245
210.59.129.1,PHMK-ROUTER-3201,9
210.59.129.1,PHMK-ROUTER-3202,9
210.59.129.1,PTHS-ROUTER-3311,55
210.59.129.1,PTHS-ROUTER-3312,46
210.59.129.1,RTKZ-ROUTER-3311,38
210.59.129.1,RTKZ-ROUTER-3312,33
210.59.129.1,SCZS-ROUTER-3311,179
210.59.129.1,SCZS-ROUTER-3312,208
210.59.129.1,SHGS-ROUTER-3301,38
210.59.129.1,SHGS-ROUTER-3302,39
210.59.129.1,SHMZ-ROUTER-3301,43
210.59.129.1,SHMZ-ROUTER-3302,42
210.59.129.1,SIPR-ROUTER-3301,43
210.59.129.1,SIPR-ROUTER-3302,55
210.59.129.1,SKC1-ROUTER-3011,2
210.59.129.1,SKC1-ROUTER-3311,33
210.59.129.1,SKC1-ROUTER-3312,33
210.59.129.1,SKC1-ROUTER-3315,121
210.59.129.1,SKC1-ROUTER-3316,110
210.59.129.1,SNUH-ROUTER-3301,193
210.59.129.1,SNUH-ROUTER-3302,182
210.59.129.1,TCHN-ROUTER-3301,333
210.59.129.1,TCHN-ROUTER-3302,329
210.59.129.1,TCKK-ROUTER-3301,30
210.59.129.1,TCKK-ROUTER-3302,26
210.59.129.1,TCWH-ROUTER-3301,2
210.59.129.1,TLHN-ROUTER-3301,66
210.59.129.1,TLHN-ROUTER-3302,49
210.59.129.1,TNCD-ROUTER-3311,79
210.59.129.1,TNCD-ROUTER-3312,56
210.59.129.1,TNE1-ROUTER-3301,118
210.59.129.1,TNE1-ROUTER-3302,132
210.59.129.1,TPDB-ROUTER-3311,33
210.59.129.1,TPDB-ROUTER-3312,46
210.59.129.1,TPDB-ROUTER-3315,69
210.59.129.1,TPDB-ROUTER-3316,80
210.59.129.1,TPDB-ROUTER-4208,2
210.59.129.1,TPDB-ROUTER-4209,17
210.59.129.1,TPDB-ROUTER-4210,41
210.59.129.1,TPDT-ROUTER-3301,1
210.59.129.1,TPDT-ROUTER-3302,1
210.59.129.1,TPDT-ROUTER-3307,110
210.59.129.1,TPDT-ROUTER-3308,85
210.59.129.1,TPDT-ROUTER-4002,3
210.59.129.1,TPDT-ROUTER-4003,8
210.59.129.1,TPDT-ROUTER-4004,6
210.59.129.1,TPDT-ROUTER-4005,5
210.59.129.1,TPDT-ROUTER-4006,115
210.59.129.1,TPE4-ROUTER-3301,240
210.59.129.1,TPE4-ROUTER-3302,236
210.59.129.1,TPN2-ROUTER-3301,152
210.59.129.1,TPN2-ROUTER-3302,132
210.59.129.1,TTML-ROUTER-3301,16
210.59.129.1,TTML-ROUTER-3302,23
210.59.129.1,TYFO-ROUTER-3301,186
210.59.129.1,TYFO-ROUTER-3302,220
210.59.129.1,TYFO-ROUTER-3305,27
210.59.129.1,TYFO-ROUTER-3306,21
210.59.129.1,ULUL-ROUTER-3301,16
210.59.129.1,ULUL-ROUTER-3302,21
210.59.129.2,TPDB-ROUTER-4210,1
CAW1-ROUTER-3311,0.0.0.0,1
CAW1-ROUTER-3311,203.75.75.129,7
CAW1-ROUTER-3311,210.242.0.253,1
CAW1-ROUTER-3311,210.59.129.1,5
CAW1-ROUTER-3311,220.128.0.245,7
CAW1-ROUTER-3311,CAW1-ROUTER-3311,28
CAW1-ROUTER-3311,CAW1-ROUTER-3312,20
CAW1-ROUTER-3311,CHCH-ROUTER-3301,3
CAW1-ROUTER-3311,CHCH-ROUTER-3302,3
CAW1-ROUTER-3311,CLPY-ROUTER-3301,7
CAW1-ROUTER-3311,CLPY-ROUTER-3302,5
CAW1-ROUTER-3311,CSLL-ROUTER-3301,3
CAW1-ROUTER-3311,CSLL-ROUTER-3302,2
CAW1-ROUTER-3311,FSE1-ROUTER-3301,2
CAW1-ROUTER-3311,FYFY-ROUTER-3301,2
CAW1-ROUTER-3311,FYFY-ROUTER-3302,2
CAW1-ROUTER-3311,HK-R11,4
CAW1-ROUTER-3311,HK-R12,2
CAW1-ROUTER-3311,HLCA-ROUTER-3301,1
CAW1-ROUTER-3311,HLCA-ROUTER-3302,1
CAW1-ROUTER-3311,HYMD-ROUTER-3301,1
CAW1-ROUTER-3311,MLML-ROUTER-3301,2
CAW1-ROUTER-3311,MLML-ROUTER-3302,4
CAW1-ROUTER-3311,NKN1-ROUTER-3311,10
CAW1-ROUTER-3311,NKN1-ROUTER-3312,6
CAW1-ROUTER-3311,NTNK-ROUTER-3301,2
CAW1-ROUTER-3311,NTNK-ROUTER-3302,1
CAW1-ROUTER-3311,PCPC-ROUTER-3301,9
CAW1-ROUTER-3311,PCPC-ROUTER-3302,9
CAW1-ROUTER-3311,PCPD-ROUTER-3212,1
CAW1-ROUTER-3311,PCPD-ROUTER-4001,1
CAW1-ROUTER-3311,PHMK-ROUTER-3202,1
CAW1-ROUTER-3311,PTHS-ROUTER-3311,2
CAW1-ROUTER-3311,PTHS-ROUTER-3312,2
CAW1-ROUTER-3311,RTKZ-ROUTER-3311,1
CAW1-ROUTER-3311,RTKZ-ROUTER-3312,2
CAW1-ROUTER-3311,SCZS-ROUTER-3311,23
CAW1-ROUTER-3311,SCZS-ROUTER-3312,25
CAW1-ROUTER-3311,SHGS-ROUTER-3301,1
CAW1-ROUTER-3311,SHMZ-ROUTER-3301,1
CAW1-ROUTER-3311,SHMZ-ROUTER-3302,1
CAW1-ROUTER-3311,SIPR-ROUTER-3301,2
CAW1-ROUTER-3311,SIPR-ROUTER-3302,1
CAW1-ROUTER-3311,SKC1-ROUTER-3311,4
CAW1-ROUTER-3311,SKC1-ROUTER-3312,4
CAW1-ROUTER-3311,SKC1-ROUTER-3315,13
CAW1-ROUTER-3311,SKC1-ROUTER-3316,14
CAW1-ROUTER-3311,SKC1-ROUTER-4031,4
CAW1-ROUTER-3311,SNUH-ROUTER-3301,11
CAW1-ROUTER-3311,SNUH-ROUTER-3302,7
CAW1-ROUTER-3311,TCHN-ROUTER-3301,14
CAW1-ROUTER-3311,TCHN-ROUTER-3302,11
CAW1-ROUTER-3311,TCKK-ROUTER-3301,1
CAW1-ROUTER-3311,TCKK-ROUTER-3302,1
CAW1-ROUTER-3311,TCWH-ROUTER-3301,3
CAW1-ROUTER-3311,TLHN-ROUTER-3301,5
CAW1-ROUTER-3311,TLHN-ROUTER-3302,2
CAW1-ROUTER-3311,TNCD-ROUTER-3311,3
CAW1-ROUTER-3311,TNCD-ROUTER-3312,3
CAW1-ROUTER-3311,TNE1-ROUTER-3301,88
CAW1-ROUTER-3311,TNE1-ROUTER-3302,7
CAW1-ROUTER-3311,TPDB-ROUTER-3311,16
CAW1-ROUTER-3311,TPDB-ROUTER-3312,1
CAW1-ROUTER-3311,TPDB-ROUTER-3315,1
CAW1-ROUTER-3311,TPDB-ROUTER-3316,4
CAW1-ROUTER-3311,TPDB-ROUTER-4202,1
CAW1-ROUTER-3311,TPDB-ROUTER-4208,7
CAW1-ROUTER-3311,TPDB-ROUTER-4209,19
CAW1-ROUTER-3311,TPDB-ROUTER-4210,30
CAW1-ROUTER-3311,TPDT-ROUTER-3301,2
CAW1-ROUTER-3311,TPDT-ROUTER-3307,19
CAW1-ROUTER-3311,TPDT-ROUTER-3308,28
CAW1-ROUTER-3311,TPDT-ROUTER-4001,45
CAW1-ROUTER-3311,TPDT-ROUTER-4002,31
CAW1-ROUTER-3311,TPDT-ROUTER-4003,34
CAW1-ROUTER-3311,TPDT-ROUTER-4004,48
CAW1-ROUTER-3311,TPDT-ROUTER-4005,27
CAW1-ROUTER-3311,TPDT-ROUTER-4006,25
CAW1-ROUTER-3311,TPDT-ROUTER-4042,1
CAW1-ROUTER-3311,TPE4-ROUTER-3301,7
CAW1-ROUTER-3311,TPE4-ROUTER-3302,8
CAW1-ROUTER-3311,TPN2-ROUTER-3301,4
CAW1-ROUTER-3311,TPN2-ROUTER-3302,6
CAW1-ROUTER-3311,TYFO-ROUTER-3301,8
CAW1-ROUTER-3311,TYFO-ROUTER-3302,11
CAW1-ROUTER-3311,TYFO-ROUTER-3305,5
CAW1-ROUTER-3311,TYFO-ROUTER-3306,1
CAW1-ROUTER-3311,TYFO-ROUTER-4031,6
CAW1-ROUTER-3311,TYFO-ROUTER-4032,2
CAW1-ROUTER-3311,TYFO-ROUTER-4901,1
CAW1-ROUTER-3311,ULUL-ROUTER-3302,2
CAW1-ROUTER-3312,203.75.75.129,9
CAW1-ROUTER-3312,210.242.0.253,1
CAW1-ROUTER-3312,210.59.129.1,8
CAW1-ROUTER-3312,220.128.0.245,5
CAW1-ROUTER-3312,CAW1-ROUTER-3311,27
CAW1-ROUTER-3312,CAW1-ROUTER-3312,21
CAW1-ROUTER-3312,CHCH-ROUTER-3301,5
CAW1-ROUTER-3312,CHCH-ROUTER-3302,4
CAW1-ROUTER-3312,CLPY-ROUTER-3301,6
CAW1-ROUTER-3312,CLPY-ROUTER-3302,9
CAW1-ROUTER-3312,CSLL-ROUTER-3301,2
CAW1-ROUTER-3312,CSLL-ROUTER-3302,2
CAW1-ROUTER-3312,FSE1-ROUTER-3301,1
CAW1-ROUTER-3312,FSE1-ROUTER-3302,1
CAW1-ROUTER-3312,FYFY-ROUTER-3301,2
CAW1-ROUTER-3312,FYFY-ROUTER-3302,5
CAW1-ROUTER-3312,HK-R11,3
CAW1-ROUTER-3312,HK-R12,2
CAW1-ROUTER-3312,HLCA-ROUTER-3301,1
CAW1-ROUTER-3312,HLCA-ROUTER-3302,1
CAW1-ROUTER-3312,HYMD-ROUTER-3301,1
CAW1-ROUTER-3312,HYMD-ROUTER-3302,1
CAW1-ROUTER-3312,KMKC-ROUTER-3301,1
CAW1-ROUTER-3312,MLML-ROUTER-3301,2
CAW1-ROUTER-3312,MLML-ROUTER-3302,2
CAW1-ROUTER-3312,NKN1-ROUTER-3311,5
CAW1-ROUTER-3312,NKN1-ROUTER-3312,7
CAW1-ROUTER-3312,NTNK-ROUTER-3301,1
CAW1-ROUTER-3312,NTNK-ROUTER-3302,1
CAW1-ROUTER-3312,PCPC-ROUTER-3301,9
CAW1-ROUTER-3312,PCPC-ROUTER-3302,8
CAW1-ROUTER-3312,PCPD-ROUTER-3212,1
CAW1-ROUTER-3312,PCPD-ROUTER-4001,1
CAW1-ROUTER-3312,PHMK-ROUTER-3202,1
CAW1-ROUTER-3312,PTHS-ROUTER-3311,2
CAW1-ROUTER-3312,PTHS-ROUTER-3312,2
CAW1-ROUTER-3312,RTKZ-ROUTER-3312,2
CAW1-ROUTER-3312,SCZS-ROUTER-3311,25
CAW1-ROUTER-3312,SCZS-ROUTER-3312,22
CAW1-ROUTER-3312,SHGS-ROUTER-3301,1
CAW1-ROUTER-3312,SHGS-ROUTER-3302,1
CAW1-ROUTER-3312,SHMZ-ROUTER-3301,1
CAW1-ROUTER-3312,SHMZ-ROUTER-3302,2
CAW1-ROUTER-3312,SIPR-ROUTER-3301,1
CAW1-ROUTER-3312,SIPR-ROUTER-3302,3
CAW1-ROUTER-3312,SKC1-ROUTER-3311,4
CAW1-ROUTER-3312,SKC1-ROUTER-3312,3
CAW1-ROUTER-3312,SKC1-ROUTER-3315,11
CAW1-ROUTER-3312,SKC1-ROUTER-3316,10
CAW1-ROUTER-3312,SKC1-ROUTER-4031,2
CAW1-ROUTER-3312,SKC1-ROUTER-4032,1
CAW1-ROUTER-3312,SNUH-ROUTER-3301,10
CAW1-ROUTER-3312,SNUH-ROUTER-3302,8
CAW1-ROUTER-3312,TCHN-ROUTER-3301,13
CAW1-ROUTER-3312,TCHN-ROUTER-3302,10
CAW1-ROUTER-3312,TCKK-ROUTER-3302,1
CAW1-ROUTER-3312,TCWH-ROUTER-3301,2
CAW1-ROUTER-3312,TLHN-ROUTER-3301,4
CAW1-ROUTER-3312,TLHN-ROUTER-3302,3
CAW1-ROUTER-3312,TNCD-ROUTER-3311,4
CAW1-ROUTER-3312,TNCD-ROUTER-3312,5
CAW1-ROUTER-3312,TNE1-ROUTER-3301,71
CAW1-ROUTER-3312,TNE1-ROUTER-3302,6
CAW1-ROUTER-3312,TPDB-ROUTER-3311,17
CAW1-ROUTER-3312,TPDB-ROUTER-3312,1
CAW1-ROUTER-3312,TPDB-ROUTER-3315,3
CAW1-ROUTER-3312,TPDB-ROUTER-3316,3
CAW1-ROUTER-3312,TPDB-ROUTER-4202,1
CAW1-ROUTER-3312,TPDB-ROUTER-4208,5
CAW1-ROUTER-3312,TPDB-ROUTER-4209,20
CAW1-ROUTER-3312,TPDB-ROUTER-4210,27
CAW1-ROUTER-3312,TPDT-ROUTER-3301,2
CAW1-ROUTER-3312,TPDT-ROUTER-3307,6
CAW1-ROUTER-3312,TPDT-ROUTER-3308,4
CAW1-ROUTER-3312,TPDT-ROUTER-4001,37
CAW1-ROUTER-3312,TPDT-ROUTER-4002,29
CAW1-ROUTER-3312,TPDT-ROUTER-4003,41
CAW1-ROUTER-3312,TPDT-ROUTER-4004,45
CAW1-ROUTER-3312,TPDT-ROUTER-4005,32
CAW1-ROUTER-3312,TPDT-ROUTER-4006,23
CAW1-ROUTER-3312,TPDT-ROUTER-4042,1
CAW1-ROUTER-3312,TPE4-ROUTER-3301,9
CAW1-ROUTER-3312,TPE4-ROUTER-3302,6
CAW1-ROUTER-3312,TPN2-ROUTER-3301,4
CAW1-ROUTER-3312,TPN2-ROUTER-3302,5
CAW1-ROUTER-3312,TYFO-ROUTER-3301,6
CAW1-ROUTER-3312,TYFO-ROUTER-3302,7
CAW1-ROUTER-3312,TYFO-ROUTER-3305,3
CAW1-ROUTER-3312,TYFO-ROUTER-4031,3
CAW1-ROUTER-3312,TYFO-ROUTER-4032,2
CAW1-ROUTER-3312,ULUL-ROUTER-3301,1
CAW1-ROUTER-3312,ULUL-ROUTER-3302,1
CHCH-ROUTER-3301,0.0.0.0,2
CHCH-ROUTER-3301,203.75.189.228,1
CHCH-ROUTER-3301,203.75.75.129,11
CHCH-ROUTER-3301,210.242.0.253,1
CHCH-ROUTER-3301,210.59.129.1,11
CHCH-ROUTER-3301,220.128.0.245,10
CHCH-ROUTER-3301,CAW1-ROUTER-3311,7
CHCH-ROUTER-3301,CAW1-ROUTER-3312,7
CHCH-ROUTER-3301,CHCH-ROUTER-3301,1150
CHCH-ROUTER-3301,CHCH-ROUTER-3302,1142
CHCH-ROUTER-3301,CLPY-ROUTER-3301,9
CHCH-ROUTER-3301,CLPY-ROUTER-3302,11
CHCH-ROUTER-3301,CSLL-ROUTER-3301,28
CHCH-ROUTER-3301,CSLL-ROUTER-3302,39
CHCH-ROUTER-3301,FSE1-ROUTER-3301,2
CHCH-ROUTER-3301,FSE1-ROUTER-3302,1
